Unnamed: 0,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
ER Electrical andComputer,--,--,98596,10730,--,--,--,--,--,--,--,--,94685,--,--,80867,--,--,20737,--,--,17252,--,236263
EV EC  Engg(VLSIDesign),--,--,--,96026,--,--,--,--,--,--,--,--,96432,--,--,82116,--,--,20928,--,--,--,--,--
IO CS- Internet ofThings,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ME Mechanical,6977,--,--,13230,--,139385,--,--,--,--,--,--,--,--,--,04898,--,11889,23717,--,--,--,--,--
RI Robotics and AI,--,--,12493,95917,--,--,--,--,--,75335,--,--,--,--,--,68352,--,74685,12539,--,--,--,--,--
ZL CIVIL ENG. WITHCOMP.APPL,--,--,--,13465,--,--,--,--,--,--,--,--,--,--,--,31042,4288,14438,16198,--,--,26077,--,--
BW B Tech in CS,--,--,--,12156,--,--,--,--,--,--,--,--,104484,--,--,03255,--,11664,21368,--,--,25336,--,--
CW B Tech in IT,3434,--,--,14093,--,155154,2083,--,--,24539,--,--,122858,--,--,17737,6612,12124,24386,--,--,--,--,--
AM B Tech in AM,61965,--,--,53009,--,61258,49451,--,--,43148,--,--,43411,58902,59298,38916,53007,50846,13364,13544,19186,15895,--,208285
BB B Tech in EC,48856,--,--,50635,--,--,70570,200070,--,--,--,55414,43516,--,--,39304,--,40224,13841,--,14817,14623,--,--
BQ B Tech in CG,--,--,10838,58528,--,--,62194,--,--,44805,--,--,44538,--,--,42913,61729,62949,16863,--,--,17576,--,--
BV B Tech in CO,59779,--,--,63881,11792,69165,61519,--,--,53384,--,--,48165,--,73605,47371,54628,60227,13784,27351,19076,17786,--,--
BW B Tech in CS,54779,--,68353,49214,54789,60929,50074,--,82768,39901,--,47612,42004,--,47841,37532,49137,46644,14248,16153,16629,11752,14768,170660
BZ B Tech in DS,63310,--,--,52639,--,61811,51568,--,--,45311,00377,--,46827,--,--,43845,67456,59782,16061,--,20156,14735,--,262850
"CA CS (AI, MachineLearning)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CW B Tech in IT,55606,11831,--,59671,--,--,--,--,30704,50349,--,--,51217,--,--,48704,--,53546,16524,--,19683,13829,--,--
"AD ArtificialIntel, Data Sc",70206,--,--,57689,--,--,--,--,--,61392,--,--,54693,--,--,54246,65566,57751,11384,16858,11813,90298,--,--
"CA CS (AI, MachineLearning)",69265,--,--,53607,--,61355,58277,--,--,58591,02187,--,54631,--,--,52788,57570,57860,11394,--,18519,88986,--,--
CE Civil,--,--,--,11894,--,--,--,--,--,--,--,--,123417,--,--,12315,--,12245,15882,--,--,15153,--,--
CS Computers,49803,--,--,52893,67871,53408,57649,--,--,48157,--,--,49548,--,53518,47218,51452,50338,97259,--,14418,88162,--,118520
EC Electronics,70778,--,--,62027,--,62028,67525,116278,--,60602,--,62068,59071,--,--,58724,--,60077,12904,--,--,12047,--,--
ME Mechanical,--,--,21279,14087,--,--,--,--,--,--,--,--,--,--,--,23122,--,13215,21406,--,--,21901,--,--
AR Architecture,--,--,--,407,--,--,--,--,--,--,--,--,--,--,--,277,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,407,--,--,311,--,--,318,--,--,416,--,--,224,--,--,498,--,--,--,--,--
DG DESIGN,22070,--,--,14605,--,20580,13822,--,--,16478,--,--,42115,--,--,12469,39471,18362,04161,--,--,24263,--,--
UP Planning,--,--,--,12795,--,--,--,--,--,--,--,--,--,--,--,87348,--,93094,71570,--,--,--,--,--
UR Planning,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20131,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,462,--,--,--,--,--,--,--,--,--,--,--,405,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,421,--,--,--,--,--,380,--,--,332,--,--,502,--,--,469,--,--
LA B Plan,--,--,--,16273,--,18218,--,--,--,46938,--,--,68717,--,--,34466,--,72842,24080,--,--,--,--,--
UP Planning,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,15742,--,--,--,--,--,61064,--,--,48118,--,62423,40755,46443,48162,55048,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AI Artificialntelligence,62781,--,--,61802,--,72137,58689,102943,--,66778,--,--,55029,--,--,54675,--,63423,18134,--,14218,10863,--,--
CE Civil,--,--,--,19137,--,--,--,--,--,--,05923,--,34745,--,--,31595,--,51728,21253,--,--,21015,--,--
CS Computers,52106,--,--,59672,61408,62938,54440,--,--,59743,--,--,48068,--,55238,45645,45869,54008,12940,3592,14815,96004,--,135494
EC Electronics,69167,--,11959,64528,--,--,74211,--,--,75509,--,--,62088,--,--,61555,63424,66574,29589,--,19882,10410,--,--
ME Mechanical,--,--,--,15107,--,--,--,--,--,--,--,53739,--,--,--,35785,--,41674,08852,--,--,24469,--,--
AR Architecture,96,--,--,69,--,273,128,--,--,88,--,--,70,--,--,18,170,187,420,--,443,366,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"CA CS (AI, Machineearning)",55560,--,--,61901,--,88093,56816,103230,--,72563,--,--,54391,--,--,53216,--,63455,32007,--,19398,16926,--,--
CE Civil,--,--,--,16616,--,--,--,--,--,--,--,83517,48335,--,--,46732,--,49406,91082,--,--,23602,--,--
CS Computers,54833,--,--,50667,--,62263,45542,--,--,46501,64951,--,45842,--,49677,44467,46077,47620,14567,--,12436,13074,--,142314
EC Electronics,66908,--,--,69033,84129,74837,61950,--,14007,77572,--,--,59832,--,--,58578,64139,67638,73594,--,23764,18199,--,--
ME Mechanical,81933,--,--,14556,--,--,14999,--,--,42331,--,--,35804,--,--,35340,45050,59803,63051,--,26984,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,481,--,--,--,--,--,--,--,--
CE Civil,1965,--,--,16735,167376,00511,--,--,--,8726,--,--,--,--,--,29659,--,15805,19923,--,--,20572,--,221514
CS Computers,--,--,--,58630,--,--,83816,--,--,56376,--,99948,69437,--,--,54116,57700,57475,96623,--,--,61545,--,--
EC Electronics,98168,--,--,89319,--,92496,--,--,--,--,--,--,--,--,--,84808,--,92259,15619,--,17203,90840,--,--
EE Electrical,2090,--,12612,10957,--,--,33996,--,--,--,--,--,12584,--,--,05410,0545,10849,14233,--,--,16336,--,--
ME Mechanical,--,--,--,19064,--,--,32253,--,--,9847,--,--,11136,--,--,79361,--,19026,25725,26457,26832,--,--,--
CE Civil,0725,--,--,18222,--,--,--,--,--,7862,--,--,65870,--,--,56774,--,19537,19573,--,22161,18561,--,--
CS Computers,--,--,--,76236,--,78364,88741,--,--,--,--,--,--,--,--,75113,76049,76234,10698,--,--,10507,--,106205
EC Electronics,1814,--,--,10851,115865,17090,27312,--,--,--,--,--,--,--,--,99608,--,10194,16876,--,17357,14053,--,--
EE Electrical,--,--,--,12360,--,--,53270,--,15074,2473,--,--,17982,--,--,13147,--,11594,14858,17550,--,17361,--,--
ME Mechanical,3700,--,--,22548,--,--,--,--,--,3352,--,--,23941,--,45242,10333,1168,21659,26383,--,--,25324,--,--
CE Civil,8159,--,18425,18987,199200,93795,10276,--,--,7243,--,--,80518,--,--,65707,6775,17979,20532,21257,21730,22081,--,235005
CS Computers,62297,--,72516,63924,--,66078,75958,--,--,60011,--,--,63808,--,--,57402,65086,58762,95373,--,10768,82299,11801,--
EC Electronics,98381,--,--,86017,89165,87354,84320,--,--,76168,--,84986,82498,--,85641,75265,75864,80035,14312,14981,15018,11280,--,--
EE Electrical,1177,13055,--,12070,--,21383,38555,--,39325,0264,--,--,12249,--,--,00193,0085,11199,16007,--,16599,17660,--,188370
ME Mechanical,9864,--,--,21876,--,44226,11424,--,--,9438,--,--,79999,99501,05741,79162,8702,19868,23404,--,25982,24625,--,--
CS Computers,11769,--,--,14073,23048,20946,14563,--,--,8888,--,--,10005,--,13757,7846,16615,13133,42290,59636,66960,49704,--,54636
EC Electronics,--,--,27141,20791,--,--,27820,--,--,11498,27409,--,12924,--,--,9436,27183,17799,61709,--,96912,66592,--,--
IE Info.Science,18637,36169,--,16284,--,21015,14774,--,35166,10935,--,18827,12423,--,--,10225,21083,17225,62513,--,73333,69964,--,--
AR Architecture,444,--,--,314,--,--,202,--,--,195,--,--,286,--,--,146,--,478,--,--,--,--,--,--
AE Aeronaut.Engg,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
BB B Tech in EC,2940,--,--,11582,156410,21201,07440,--,--,99487,--,21709,05522,--,--,91123,2300,10750,17896,22419,20277,13040,--,242645
BW B Tech in CS,94254,--,10589,10276,122402,10845,11221,--,15004,83642,--,88667,84520,94091,88114,77364,86375,87078,16773,17555,18553,17449,19562,183173
BZ B Tech in DS,1565,--,--,11316,--,16312,06257,--,--,99747,--,--,00284,--,11509,97791,0078,11113,18963,19595,19658,17940,--,198825
CL B Tech in EO,3946,--,--,13180,--,33571,32321,--,--,0922,--,--,27275,--,44372,08181,1365,12611,21922,--,23917,21633,--,--
DH B Tech in RAI,3790,17224,--,12990,--,32270,26359,--,55046,1230,--,--,10825,--,--,06306,1442,12234,15983,--,18603,23988,--,269099
ES Electronics andComputer,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"MM Mechanical,Smart Manf.",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ZA B TECH INAERONAUT. ENGG.,4972,--,15018,13033,--,31635,26054,--,--,89711,134587,--,17099,--,--,86491,1130,12993,19389,--,20891,22184,--,223813
ZT B.TECH. INMECH.SMAR.MANU,--,--,--,18878,--,16793,80932,--,--,8470,--,--,61256,--,--,49125,0194,15135,24016,25647,--,--,--,--
BG B Tech in AD,73330,--,--,76286,80511,81876,63600,93149,82193,80506,--,86953,59500,--,67680,53956,56457,65192,55639,66673,7781,17512,--,194824
BW B Tech in CS,46385,--,54808,48541,51141,52176,47370,--,82083,49892,--,58604,40336,49910,44837,37388,41214,43504,10446,18588,3007,12451,--,173076
CB Comp. Sc. andus Sys.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CL B Tech in EO,92421,95429,--,77149,--,77235,82697,--,--,02180,--,--,64637,--,--,61782,62456,68728,63814,--,2878,21665,--,223299
CM B Tech in EV,32120,--,17322,10734,--,11966,122770,--,--,12552,--,--,01471,--,--,88149,93010,07429,11892,26530,3107,20050,--,203860
CS Computers,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
DF B Tech in RA,38068,--,--,12110,--,17743,126777,--,--,23488,5338,--,06294,--,--,00815,05633,34307,33805,--,--,26804,--,--
ES Electronics andomputer,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
RA Robotics andutomation,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ZO B.TECH INS.AND BUSI.SYS,37293,--,16197,11895,12174,12753,108374,--,15664,99165,--,117665,97810,03727,15023,82932,90729,10938,08570,30984,6270,24164,27185,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,451,--,--,--,--,--,--,--,--
AI Artificialntelligence,85450,--,--,82628,--,87105,66834,94462,94347,70278,--,--,74417,--,--,62787,78240,78365,07736,--,2204,89408,--,102297
AU Automobile,84684,--,20830,16319,17613,16324,157613,--,--,44189,--,158899,53867,--,--,29555,30063,52816,05137,12332,4043,17022,--,--
CS Computers,79574,--,--,81803,--,86822,93249,--,--,89063,99390,--,72649,--,75470,69476,75890,72983,11684,--,1955,82733,--,87842
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"AD Artificialntel, Data Sc",50625,--,--,63763,--,70894,72011,--,--,55008,--,--,56619,--,--,43757,59325,56092,95484,--,4372,12576,--,--
AI Artificialntelligence,63582,--,--,63874,--,67568,59505,--,--,48882,--,62872,58399,--,--,42758,77484,60124,98968,--,1058,97616,16563,135335
BR BioMed. andobotic Engg,02716,--,11202,10096,--,--,88599,--,--,85246,--,--,77757,--,--,76782,32332,82601,96065,--,2971,13257,--,--
CD Computer Sc.nd Design,93046,--,--,89801,10462,10921,90568,--,--,70831,--,--,76699,--,89941,68584,81178,83744,49426,77179,5656,11940,--,157474
CV Civilnvironment Engg,--,--,--,14267,--,--,--,--,--,21110,--,--,--,89915,--,04065,--,10749,39185,--,--,18567,--,--
CS Computers,7301,--,--,6785,--,7142,7066,--,--,3556,--,--,3914,--,--,3213,8678,5575,19327,--,33772,25008,--,--
BW B Tech in CS,16599,34966,21575,16109,22980,20259,22412,--,23375,8703,23915,13273,10596,--,14152,6777,22243,13240,57306,80080,83399,58348,70693,73966
"AD Artificialntel, Data Sc",--,--,--,39360,--,52826,78773,--,--,36111,--,--,35596,--,--,34956,45675,38983,92095,--,5562,13829,--,--
AI Artificialntelligence,40165,--,54888,39395,--,--,--,--,--,34453,--,--,36755,--,39319,33694,50202,34540,95044,--,--,15345,--,--
CD Computer Sc.nd Design,61436,--,--,50104,--,70649,86029,--,--,--,79405,--,50619,--,--,41956,--,56927,4253,--,21463,14288,--,--
CS Computers,30610,--,--,29071,--,--,41443,--,94135,23959,--,26853,25256,--,--,23568,34679,24780,80084,18731,--,80733,--,--
IE Info.Science,40815,--,--,38700,43595,--,55653,--,--,33964,--,--,--,--,--,32927,--,39789,0771,--,12020,11853,--,235727
BF B Tech in DS,92924,--,--,84860,2184,111335,75829,--,--,72226,--,--,73645,--,--,58638,14430,80114,7877,--,20940,16137,--,195661
CS Computers,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CW B Tech in IT,0999,--,--,108595,3594,112365,11483,--,--,92693,--,111041,02421,--,--,90193,29362,10251,0164,26607,25422,24407,--,264855
DI B Tech in RE,2019,--,13862,113589,--,133584,07378,--,1631,102125,--,122785,08940,63838,--,98675,56398,22152,0469,--,25361,23969,--,--
DL B.TECH IN CS,75746,13091,--,83430,--,105683,87027,--,--,68709,1452,--,74062,--,88639,66285,68889,84801,4457,--,21291,18234,--,196223
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
IZ INFORMATIONCIENCE,90017,--,11970,103711,3719,106346,06106,--,3755,90328,--,--,90508,--,03383,87592,12821,97708,9562,26465,19785,21700,--,--
ZC CSC,0636,--,--,93118,--,108517,02130,--,--,76360,--,--,76716,--,--,71573,80936,94933,6672,16785,23989,18822,21600,255858
BG B Tech in AD,--,--,--,90078,--,--,72265,--,--,98340,--,108882,74185,--,--,64491,82917,84164,0261,--,--,97691,--,--
CS Computers,64900,--,--,66060,--,67461,62260,--,--,75197,--,--,55480,--,--,44327,47761,52122,77901,88498,87033,96434,--,106607
ES Electronics andomputer,95222,--,--,110495,1835,--,--,--,5799,--,--,--,92964,--,--,81589,--,13992,5347,--,17038,12430,--,--
BB B Tech in EC,0388,--,--,84726,1757,96918,70078,--,--,66156,--,77841,68384,--,--,64830,65340,68741,3946,14452,15018,16306,--,--
BG B Tech in AD,68557,--,--,59971,--,66131,76060,12460,--,52863,--,--,65451,--,72673,49490,52186,54282,2574,--,13353,11933,--,131260
CS Computers,42779,--,53244,44743,44981,48826,46363,--,49047,41281,--,42130,40306,--,42055,34770,37996,40419,81437,83921,84653,73575,96875,75709
ME Mechanical,5291,21563,--,144927,--,160635,59983,--,--,139225,--,--,35322,--,--,22667,49112,33876,0574,--,23986,20411,--,212198
"AD Artificialntel, Data Sc",91450,--,--,86659,0972,86851,88852,--,5123,88081,--,92741,82734,--,--,75029,80959,80687,0439,13260,13170,13312,--,144656
CE Civil,9267,--,--,154617,--,162632,87040,--,--,--,2404,--,44678,--,--,39297,40550,45779,8878,--,21695,22007,--,--
CS Computers,85273,87200,--,78476,--,80122,86600,--,--,82311,--,--,70792,--,--,64567,66604,76182,0619,--,11187,10867,--,109068
EC Electronics,1677,--,12359,112394,--,114804,23385,34200,--,111055,--,--,00412,--,08480,92717,93028,08075,4550,--,14661,12560,--,--
"AD Artificialntel, Data Sc",98161,--,--,64636,--,--,--,84216,--,89486,--,--,81318,--,91478,60101,--,80105,1232,--,--,84221,--,--
CE Civil,--,--,--,149851,--,--,--,--,--,--,--,169488,--,--,--,89850,--,91611,4249,--,--,--,--,--
CS Computers,70762,--,87786,71812,--,--,68707,--,--,--,--,--,41249,--,--,41206,58961,49233,70950,--,--,66983,--,--
EC Electronics,--,--,--,114978,--,122710,03500,--,--,119409,2373,--,--,--,--,85129,--,90988,2102,--,13847,13025,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,388,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,502,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,427,--,--,308,--,--,--,--,--,398,--,--,286,406,--,445,--,--,--,--,--
AR Architecture,--,--,--,495,--,--,--,--,--,--,--,--,449,--,--,341,--,346,403,--,--,--,--,--
"AD Artificialntel, Data Sc",0492,--,12126,96464,--,--,--,--,11687,--,--,--,83501,--,--,83233,90613,86835,5668,20749,--,17869,--,--
AI Artificialntelligence,96522,--,--,87697,--,96451,95968,--,--,83527,--,--,82355,09634,--,79797,--,84588,5568,--,19659,19430,--,--
"CA CS (AI, Machineearning)",90210,--,13581,92376,--,--,88497,--,--,88372,--,--,92177,--,--,88102,03043,90407,9434,--,23636,16628,--,--
CF CS(Artificialntel.),0602,--,--,10029,--,120303,03525,--,--,94541,--,--,93585,--,--,93178,--,99733,9492,--,23104,15173,16580,--
CS Computers,78792,--,--,88056,--,88826,87379,--,--,77732,--,--,77039,--,87246,76732,84064,82589,8013,19903,19036,18603,--,200528
DC Data Sciences,1320,--,--,10542,13961,115380,--,--,--,97341,--,--,97107,--,--,96867,--,04307,9574,--,23424,18661,--,--
EC Electronics,0742,--,--,10220,--,--,17403,--,--,93592,--,96609,94767,--,--,93271,00076,93451,8298,--,--,19022,--,--
ES Electronics andomputer,0881,--,--,11325,--,116699,25026,--,--,06310,--,--,14795,--,--,02746,13603,16164,0921,--,22079,19034,--,--
IE Info.Science,--,--,--,95812,12403,--,00044,--,--,91963,--,--,92986,--,95442,91741,05666,95063,9958,--,24054,21594,--,--
AR Architecture,190,--,--,235,--,454,165,--,--,84,--,--,114,--,--,58,216,372,410,--,--,--,--,--
CS Computers,0348,--,--,11260,--,116076,96034,--,--,92516,0258,--,98049,--,--,91613,01948,00244,8231,--,18612,18054,--,--
EC Electronics,--,--,--,11956,--,--,12464,--,--,03838,--,--,07972,--,--,03275,--,04730,1136,--,--,25802,--,--
IE Info.Science,1079,--,--,11714,13317,128264,--,--,--,--,--,--,--,--,--,02138,--,10643,1674,--,--,25557,--,--
"AD Artificialntel, Data Sc",84322,--,--,91996,--,--,99182,--,--,79899,--,--,80104,--,--,77892,79081,81333,98414,--,13097,96859,--,113060
"CA CS (AI, Machineearning)",78346,--,--,89404,--,92557,92848,--,--,79608,--,--,77700,--,--,76152,99041,76403,2229,14353,14524,10594,--,--
CS Computers,71992,--,--,69833,98276,79980,74798,--,--,67426,--,--,74003,--,--,66501,--,67984,91221,--,13905,80447,--,--
CY CS- Cyberecurity,--,--,--,95926,--,--,03629,--,--,--,--,--,--,--,95342,74841,--,85648,0027,--,--,91186,15069,--
DS Comp. Sc. Engg-ata Sc.,96013,--,--,95807,--,--,--,--,--,--,1123,92469,--,--,--,80195,--,89062,2821,--,--,89426,--,--
EC Electronics,--,--,--,83300,--,--,--,--,12708,--,--,--,77831,--,--,75183,--,89822,5839,--,--,12659,--,--
IE Info.Science,96558,--,--,98567,--,98694,20259,--,--,82398,--,--,83280,--,--,82220,84547,83197,6283,--,16354,15393,--,--
ME Mechanical,--,--,--,14674,--,--,--,--,--,--,--,--,61679,--,--,42060,--,56711,1068,--,--,24628,--,--
CS Computers,2069,--,--,11190,--,123599,96854,--,--,15884,--,--,91897,--,--,89855,07480,92298,6496,--,18888,11638,--,--
EC Electronics,1305,--,--,11585,--,119859,22160,--,--,08282,--,--,01357,--,--,97607,--,07714,7928,--,23548,12508,17903,--
EE Electrical,--,--,--,14841,--,--,--,--,--,--,--,--,38026,--,45400,37483,--,43040,3470,25199,--,17126,--,--
ZN B.TECH INPHARM. ENGG.,--,--,--,18546,--,--,--,--,--,--,--,--,--,--,--,94424,--,13018,23441,--,--,20589,--,--
AM B Tech in AM,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
BB B Tech in EC,62826,--,--,62603,--,86886,94143,--,--,58884,87798,--,58206,--,--,56119,--,78051,17817,--,--,22154,--,--
BO B Tech in BT,--,--,--,64834,--,32475,--,--,--,--,--,--,63504,--,--,50170,72334,53406,16221,--,--,67355,--,--
BW B Tech in CS,77693,--,79595,81494,114619,99922,70618,--,95902,65274,--,75253,71191,94361,83824,55638,77952,73194,17670,24939,23747,20256,--,228375
LE B Tech in AIML,91779,--,--,84543,112900,94320,88393,--,--,57793,--,84849,73900,--,87584,55823,84027,81881,17477,22542,20721,20216,--,242980
LK B Tech in IOT,--,--,--,93330,--,00750,--,--,--,--,--,--,76430,--,--,69530,10830,93777,20030,--,22303,23672,--,--
YA B.TEHINCOM.SCE.ENG(ROBO),0028,14769,--,92413,--,--,94483,--,--,73378,--,--,74809,--,--,68640,--,89982,20379,--,27375,22157,--,--
YB B.TECH INCS.ENG(DAT ANA),99559,--,11405,85761,--,--,92928,120460,27890,69923,--,--,74085,--,--,66546,--,81962,18827,--,--,21045,--,--
YC B.TECH IN EMD.SYS. VLSI,2760,--,16462,10004,--,--,3569,--,--,91417,--,--,92384,--,--,85691,11989,99635,20802,--,--,--,--,--
BB B Tech in EC,94966,--,--,10389,--,05240,97351,--,--,90805,--,22830,88909,--,--,86920,89987,99690,19886,--,21799,16866,25831,--
BJ B Tech in EE,5349,--,--,14110,--,51902,3506,--,--,20587,51492,--,23738,--,--,1652,12590,12946,22117,--,23098,23074,--,--
BT Bio Technology,2848,--,--,12272,--,--,0720,257153,--,11595,--,--,94163,--,--,87533,--,90751,19869,--,22165,13436,--,--
BW B Tech in CS,89663,--,93687,77836,96120,81377,66627,--,--,68410,--,--,55187,--,69421,54488,62939,67395,15914,19627,19814,12939,--,198293
CE Civil,0236,26537,--,16923,--,96756,5417,--,--,62048,--,--,57175,--,--,5091,--,17000,19933,--,--,16940,--,--
CU B Tech in IS,98383,--,--,85188,118515,86427,88507,--,--,76532,--,--,75502,--,--,70281,75271,76327,20807,--,22251,15199,--,255836
LD B Tech in DS,82758,--,--,10620,--,09937,83546,--,--,81979,--,03162,82906,--,--,79303,95051,10070,20030,24357,25398,17256,--,--
