Unnamed: 0,1H,1KH,1RH,2AH,2AKH,2ARH,2BH,2BKH,2BRH,3AH,3AKH,3ARH,3BH,3BKH,3BRH,GMH,GMKH,GMRH,SCH,SCKH,SCRH,STH,STKH,STRH
IE Info.Science,--,--,--,17559,--,--,--,--,--,--,--,--,--,--,--,13117,22750,17040,67409,--,--,66705,--,--
ME Mechanical,76590,--,--,--,--,3960,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"AD ArtificialIntel, Data Sc",93151,--,--,--,--,--,--,--,--,--,--,--,--,--,--,55061,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,52036,--,--,12669,--,--,--,--,--
"CA CS (AI, MachineLearning)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,56304,--,--,19532,--,--,--,--,--
CE Civil,--,--,--,19982,--,--,--,--,--,--,--,--,--,--,--,8754,--,--,--,--,--,--,--,--
CS Computers,--,--,--,55103,--,--,--,--,--,--,--,--,--,--,--,47382,55768,--,13673,--,--,13647,--,161715
EC Electronics,--,--,14264,88685,--,--,--,--,--,--,--,--,--,--,--,68496,--,76543,19726,--,--,19563,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,3871,--,--,--,--,--,98042,--,10624,--,--,--,--,--,--
ES Electronics andComputer,--,--,--,--,--,--,--,--,--,--,--,--,04865,--,--,98405,--,--,--,--,--,--,--,--
"IC CS-IoT, CyberSecurity",--,--,--,--,--,13144,00932,--,--,--,--,--,73094,--,--,--,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,69200,--,--,--,--,--,--,--,--,--,--,--,57834,--,--,21000,--,--,16575,--,--
ME Mechanical,--,--,--,174045,--,--,--,--,--,--,--,--,--,--,--,14815,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,--,--,--,--,--,--,--,--,--,18869,--,--,16531,--,22967,75519,--,--,--,--,--
CS Computers,--,--,--,20789,--,--,--,--,--,--,--,--,--,--,--,14617,--,--,70603,--,11005,72495,--,--
EC Electronics,--,--,--,23973,--,--,--,--,--,--,--,--,--,--,--,22635,--,--,10019,--,--,--,--,150744
EE Electrical,62436,--,--,--,--,--,--,--,--,--,--,--,--,--,--,34670,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,17483,--,--,--,--,--,15643,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,76645,20020,--,--,--,--,--,--,--
BT Bio Technology,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"CA CS (AI, MachineLearning)",69154,--,--,64385,--,--,03231,--,19191,55343,--,--,55719,--,--,53693,--,61973,20645,--,--,22750,23865,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,98632,--,--,112916,33390,27892,23866,--,--,84431,--,--,76509,--,96119,71450,94962,93951,21920,26188,--,24474,--,--
DS Comp. Sc. Engg-Data Sc.,--,--,15052,75085,--,--,--,--,--,--,--,--,57761,--,--,56284,--,70263,19476,--,--,24548,--,--
EC Electronics,--,--,--,59348,--,--,--,--,--,--,--,32624,--,--,--,51819,--,--,20849,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10753,--,--,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ZR COMP.SCE.ANDENG(ART.INT),--,--,--,71581,--,--,--,--,--,--,--,--,--,--,--,58581,--,78699,20737,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,119679,--,49878,--,--,--,83218,--,--,--,--,--,74569,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18136,--,--,--,--,--,--,--,--
CS Computers,--,--,--,103901,--,--,--,--,--,--,--,--,83510,--,--,82132,--,85483,16464,--,19739,17133,--,--
EC Electronics,1475,17987,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"IC CS-IoT, CyberSecurity",--,--,--,--,--,--,31833,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,104911,--,--,--,--,--,--,--,--,--,--,--,88820,--,98829,24954,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19310,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26585,--,--,--,--,--,--,--,--
CF CS(ArtificialIntel.),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,58379,--,--,--,--,--,--,--,--
CS Computers,--,--,--,69720,--,--,--,--,--,--,--,--,--,--,--,53925,62773,70873,14732,--,--,13972,--,--
CY CS- CyberSecurity,--,--,--,--,--,--,28067,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
DS Comp. Sc. Engg-Data Sc.,--,--,--,--,--,--,--,--,--,--,--,--,85600,--,--,73500,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,98696,--,--,--,--,--,--,--,--,--,--,--,83720,--,10209,26209,--,--,--,--,274380
IE Info.Science,--,--,--,105408,--,--,--,--,--,--,--,--,--,--,--,82151,--,--,20123,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,--,--,--,--,--,--,--,--,--,80166,--,--,--,11401,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14848,--,--,--,--,--,--,--,--
CS Computers,--,--,--,78262,--,--,--,--,--,--,--,--,--,--,--,66036,--,70692,16590,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,81012,--,--,23770,--,--,--,--,--
EV EC  Engg(VLSIDesign),--,--,--,140787,--,--,--,--,--,--,--,--,--,--,--,12896,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,09335,--,--,--,--,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19572,--,--,--,--,--,--,--,--
"AD ArtificialIntel, Data Sc",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,77770,--,--,17438,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,--,--,--,--,--,--,86978,--,--,--,--,--,--,--,98174,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,231648,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,82387,--,--,--,48403,--,--,--,--,79210,--,--,74554,--,--,17533,--,18652,17679,--,--
CY CS- CyberSecurity,2028,--,--,--,--,--,--,--,--,--,--,--,--,--,--,81453,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,115195,--,--,--,--,--,--,--,--,--,--,--,92362,--,10622,25043,--,--,--,--,--
IE Info.Science,--,--,--,--,--,2599,--,--,--,--,--,--,--,--,--,82983,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,51101,--,67201,14841,--,--,13589,--,--
BT Bio Technology,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13445,--,--,--,--,--,--,--,--
CS Computers,--,--,--,50961,--,58189,--,--,--,--,--,--,39726,--,--,35645,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,66835,--,--,--,--,--,--,--,--,--,--,--,57065,--,--,17701,--,20413,--,--,--
EE Electrical,2051,--,--,--,--,--,--,--,--,--,--,--,--,--,--,99233,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,51776,88622,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
RA Robotics andAutomation,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,33676,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,123341
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12740,--,--,21755,--,--,--,--,--
CS Computers,--,--,--,25498,--,--,--,--,--,--,--,--,--,--,--,20613,--,25332,10895,--,--,88612,10930,--
DS Comp. Sc. Engg-Data Sc.,--,--,--,--,--,57470,--,--,--,25181,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,36449,--,--,--,--,--,--,--,--,--,--,--,29256,--,37680,17852,--,--,15005,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,54551,--,--,18314,--,--,--,--,--
IE Info.Science,--,--,--,34072,--,--,--,--,--,--,--,--,27694,--,--,24372,--,--,13431,--,14109,--,--,--
ME Mechanical,--,--,--,19419,--,--,--,--,--,--,--,--,--,--,--,4063,--,--,--,--,--,--,--,--
"CA CS (AI, MachineLearning)",--,--,--,11192,--,--,--,--,--,--,--,--,--,--,--,93406,--,--,--,--,--,--,--,--
CS Computers,--,--,--,10302,--,--,--,--,--,--,--,03185,--,--,--,82933,--,--,18160,--,--,19655,--,--
CY CS- CyberSecurity,--,--,--,--,--,--,--,--,--,--,--,--,11835,--,--,0557,--,--,--,--,--,--,--,--
DS Comp. Sc. Engg-Data Sc.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0013,--,--,22173,--,--,--,--,--
EC Electronics,--,--,--,--,166007,--,--,--,--,68317,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9242,--,--,--,--,--,--,--,--
"AD ArtificialIntel, Data Sc",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"CA CS (AI, MachineLearning)",--,--,--,21573,--,--,--,--,--,--,--,--,--,--,--,16233,--,--,86768,10841,--,76131,--,87834
CE Civil,--,--,--,13971,--,--,--,--,--,--,--,--,--,--,--,1543,--,--,--,--,--,--,--,--
CS Computers,22944,--,--,19941,--,21629,29645,--,--,15821,--,--,14251,--,--,13704,21225,16312,72999,--,10043,67618,--,--
CY CS- CyberSecurity,--,--,--,--,--,--,--,--,--,--,--,--,17962,--,--,17310,--,--,--,--,--,--,--,--
DS Comp. Sc. Engg-Data Sc.,--,--,--,21897,--,--,--,--,--,--,--,--,--,--,19595,15914,--,--,89278,--,--,--,--,--
EC Electronics,--,--,--,25453,--,--,--,--,--,--,--,--,--,--,--,17934,--,27681,96282,--,--,89902,--,--
EE Electrical,--,--,--,49014,--,--,--,--,--,--,--,--,--,--,--,38212,--,48874,--,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,99677,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,32290,--,--,2808,23470,--,24160,--,--,25411,--,--
CS Computers,1302,--,--,96441,--,--,71848,--,--,--,--,--,--,--,--,70097,87463,91188,15279,--,17402,15567,--,--
EC Electronics,8101,--,--,--,--,--,--,--,--,26538,--,--,--,--,--,0189,--,10325,18845,--,--,--,--,272054
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,60323,--,--,5655,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,--,--,--,132736,--,--,--,--,71013,--,--,--,91840,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1483,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,13309,--,--,--,--,--,--,--,--,--,--,--,0604,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0403,--,--,22489,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26653,--,--
CS Computers,--,--,--,12296,--,--,--,--,--,--,--,--,--,--,--,69315,--,14358,20611,--,--,--,--,--
DS Comp. Sc. Engg-Data Sc.,--,--,26833,--,--,--,--,--,--,--,--,--,--,--,--,2078,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,--,129300,--,--,--,--,--,--,--,--,--,--,1807,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,93660,--,--,--,--,--,--,--,--,--,--,29795,63141,--,--,24240,--,--,--,--,--
CB Comp. Sc. andBus Sys.,--,--,--,--,--,--,--,--,--,50164,--,--,--,--,--,--,19939,--,--,--,--,--,--,--
CD Computer Sc.and Design,--,--,--,--,--,--,--,--,--,--,--,--,55415,--,--,3071,--,--,--,--,--,--,--,--
CS Computers,--,--,--,78593,--,--,--,--,--,--,--,--,--,--,--,73238,--,--,22639,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,75991,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,96743,--,14678,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
BM Bio Medical,--,--,--,--,--,--,108605,--,05415,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,81686,--,--,--,--,--,--,--,--,--,--,--,56292,--,74293,14911,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,82289,--,--,--,--,--,21273,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0416,--,--,22365,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2512,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,19489,30264,--,--,--,--,--,--,--,11987,--,19592,11528,--,18820,67274,--,--,60506,--,--
CB Comp. Sc. andBus Sys.,--,--,--,--,--,--,32056,--,--,--,--,--,--,--,--,--,40917,--,--,--,--,--,--,--
CE Civil,--,--,--,129618,--,--,--,--,--,--,--,--,--,--,--,84449,--,--,--,--,--,--,--,--
CS Computers,20768,--,--,15969,--,18622,24195,--,--,11007,--,--,10377,--,--,10186,--,15676,60964,62113,73422,55455,--,75803
EC Electronics,--,--,--,20629,--,--,--,--,--,16460,--,--,--,--,--,13858,--,19420,77642,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23846,--,--,95608,--,--,--,--,--
ET Elec.Telecommn. Engg.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ME Mechanical,0945,--,--,--,--,--,--,--,--,--,--,--,--,--,--,39927,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,--,--,--,--,--,57550,--,--,--,--,--,--,--,--,--,16522,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,95731,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,98630,--,--,--,--,--,--,--,--,--,--,--,76091,--,84249,18385,--,--,17806,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,94849,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,96721,--,--,--,--,--,--,--,--,--,--,--,--,12191,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1635,--,--,--,--,--,--,--,--
"AD ArtificialIntel, Data Sc",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
BB B Tech in EC,1645,--,--,113013,--,2233,90229,--,--,15691,--,--,71977,--,--,71955,--,10893,17521,--,19257,25358,27395,--
BG B Tech in AD,2155,--,26605,96904,--,--,63778,--,--,--,--,--,--,--,--,54555,--,10008,15058,--,--,77919,--,--
BJ B Tech in EE,--,--,--,136677,63254,12579,--,--,--,56484,--,--,05836,--,--,10506,--,11901,15968,--,--,21560,--,--
BK B Tech in EN,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19884,20308,24322,25442,--,--,21709,--,--
BP B Tech in CE,0835,--,--,211729,--,--,96230,--,--,--,--,--,79391,--,--,17795,18755,19480,21240,22396,22505,25823,--,--
BW B Tech in CS,82183,--,--,72984,--,79723,50046,--,--,01210,--,--,48597,--,72319,46695,49356,61758,13678,15059,14426,12616,--,143414
CD Computer Sc.and Design,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
DB B Tech in ME,2431,--,--,180389,--,--,88804,--,--,--,--,--,83031,--,--,16645,24098,21801,27044,--,--,--,--,--
ZM B.TECH INCOMP.SCI. DESI.,99932,--,--,128668,--,--,74000,--,56006,--,--,--,--,15239,--,69632,--,83245,20198,--,--,20278,--,--
AI ArtificialIntelligence,0644,--,--,--,--,--,65456,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CB Comp. Sc. andBus Sys.,--,--,--,91595,--,--,--,--,--,--,--,--,--,--,--,62983,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,91854,--,--,19035,--,--,--,--,--,--,--,--
CS Computers,--,--,--,57963,--,--,--,--,--,--,--,--,--,--,--,39219,55191,52447,14123,--,--,14953,--,--
DS Comp. Sc. Engg-Data Sc.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,40763,--,--,15947,--,--,--,--,--
EC Electronics,--,--,--,66998,--,30658,--,--,--,--,--,--,--,--,--,52358,--,--,--,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,70489,--,--,25280,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20404,--,--,--,--,--,--,--,--
"AD ArtificialIntel, Data Sc",--,--,--,--,--,--,--,--,--,--,--,--,01836,--,--,81898,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,--,--,--,37214,--,--,--,--,--,--,--,1022,--,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23034,--,--,--,--,--,--,--,--
CS Computers,--,--,--,96957,--,--,--,--,--,--,--,--,--,--,--,85262,--,--,17966,--,21418,16876,17927,--
EC Electronics,--,--,--,111466,--,--,--,--,--,--,--,--,--,--,--,99216,--,13501,20289,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10139,--,--,21261,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19326,--,--,--,--,--,--,--,--
ZU CYBER SECURITY,--,--,--,118687,--,--,--,--,--,--,--,--,--,--,--,10358,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,24430,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15772,--,--,26812,--,--,--,--,--
CS Computers,--,--,--,97204,--,--,--,--,--,--,--,--,--,--,--,78475,--,12430,17989,--,--,--,--,--
EC Electronics,--,20956,--,--,--,--,--,--,--,--,--,--,--,--,--,11700,--,--,--,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15101,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"AD ArtificialIntel, Data Sc",--,--,--,--,--,--,--,--,--,64886,--,--,--,41713,--,--,--,--,--,--,--,--,--,--
"CA CS (AI, MachineLearning)",--,--,--,--,--,--,--,--,--,--,--,--,38409,--,--,30487,--,--,--,--,--,--,--,--
CS Computers,--,--,--,34517,--,34667,--,--,--,--,--,--,--,--,--,22472,--,--,14802,--,--,--,--,--
EC Electronics,--,--,--,59480,--,--,--,--,--,--,--,--,--,--,--,38243,--,48438,15493,--,--,12388,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,69736,--,--,--,--,--,--,--,--
IE Info.Science,53417,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27997,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,83953,--,--,--,--,1116,--,--,--,--,--,--,59449,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,75826,--,13621,27305,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2333,--,--,22085,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,179665,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"CA CS (AI, MachineLearning)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,73261,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,16993,90816,--,--,--,--,--,--,--,--,--,--,--,63290,--,--,18820,--,--,--,--,--
EC Electronics,--,--,--,10543,--,--,--,--,--,--,--,--,--,--,--,0512,--,16905,--,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,61540,--,--,4523,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,--,--,--,--,--,--,--,--,--,14932,--,--,--,--,--,--,--,--,--,--,--
"CA CS (AI, MachineLearning)",--,--,--,17106,--,--,--,--,--,--,--,--,--,--,--,0496,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,11553,--,--,--,--,--,--,--,--,--,--,--,96754,--,13924,20575,--,--,--,--,--
DS Comp. Sc. Engg-Data Sc.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2817,--,--,25619,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2902,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1764,--,--,--,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,--,--,--,--,--,--,--,--,--,--,--,05005,88838,--,--,21708,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,13577,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,98881,--,--,--,--,--,--,--,--,--,--,--,78523,--,87294,18883,--,--,--,--,--
CY CS- CyberSecurity,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,90025,--,--,--,--,--,--,--,--
DS Comp. Sc. Engg-Data Sc.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,89362,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,93209,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
RO Auto. AndRobot.,--,--,--,11509,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AM B Tech in AM,--,--,--,14402,--,--,--,--,--,--,--,19166,--,--,--,7423,--,--,62653,--,--,60165,74708,--
BB B Tech in EC,--,--,--,18841,--,--,--,--,--,--,--,--,--,--,--,8193,--,21426,78135,--,--,--,--,--
BW B Tech in CS,13254,--,--,10993,--,16221,14878,--,--,7641,--,--,7283,--,--,7213,14391,10407,56726,--,76723,56169,--,--
AI ArtificialIntelligence,--,--,--,--,--,--,02654,--,--,--,--,33592,--,--,--,--,--,--,--,--,--,--,--,--
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16307,--,--,--,--,--,--,--,--
CS Computers,--,--,--,100517,--,--,--,--,--,--,27508,--,--,--,--,93952,--,--,24534,--,--,17109,--,--
EC Electronics,--,--,--,140166,--,--,--,--,--,--,--,--,--,--,--,11016,--,11167,25294,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,23136,--,--,10351,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"AD ArtificialIntel, Data Sc",--,--,--,--,--,--,67324,--,--,--,--,--,--,--,--,--,--,15442,--,--,--,--,--,--
AE Aeronaut.Engg,1909,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16681,--,--,--
AI ArtificialIntelligence,--,--,--,135855,--,--,--,--,--,--,--,--,--,--,--,80368,--,--,--,--,--,--,--,--
AU Automobile,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17862,--,--,--,--,--,--,--,--
CB Comp. Sc. andBus Sys.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11411,--,--,--,--,--,--,--,--
CD Computer Sc.and Design,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,87062,--,--,--,--,--,--,--,--
CS Computers,--,--,--,125092,--,27449,--,--,--,--,--,--,--,--,--,65253,--,--,18860,--,--,--,--,--
EC Electronics,--,--,--,--,67706,--,--,--,--,--,--,--,--,--,--,11279,--,--,--,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,84636,--,--,--,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
MR MarineEngineering,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,78079,--,--,20531,--,--,--,--,--
AI ArtificialIntelligence,--,--,--,--,--,--,--,--,--,56013,--,--,--,--,--,42806,--,--,--,--,--,--,--,--
CD Computer Sc.and Design,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,57287,--,--,18765,--,--,--,--,--
CE Civil,2968,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,42173,--,--,--,--,--,--,--,--,--,58799,--,39585,--,48971,11973,--,--,98159,--,--
EC Electronics,--,--,--,72580,--,--,--,--,--,--,--,--,--,--,--,54353,--,--,18964,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,79056,--,10518,--,--,--,--,--,--
